"uniprotkb_canonical_ac","database_id","database_label"
"Q9UBW5-1","NP_057377.3",""
"Q9UBW7-1","NP_001177893.1",""
"Q13398-1","NP_942152.1",""
"Q9P126-1","NP_057593.3",""
"Q15735-1","NP_001271214.1",""
"Q96BY9-1","NP_057211.4",""
"P40198-1","NP_001806.2",""
"Q6P9H5-1","NP_078987.3",""
"O15446-1","NP_036231.1",""
"O15442-1","NP_001037835.1",""
"Q9NYP7-1","NP_001288785.1",""
"Q9UJQ4-1","NP_065169.1",""
"P17097-1","NP_003407.1",""
"A1KXE4-1","NP_001009993.2",""
"Q8NC56-1","NP_851853.1",""
"P10828-1","NP_000452.2",""
"O95069-1","NP_001017425.2",""
"Q5T601-1","NP_722582.2",""
"Q15038-1","NP_055579.1",""
"Q96DT7-1","NP_001099009.1",""
"Q9UBR4-1","NP_835258.1",""
"Q5VWN6-1","XP_005252532.1",""
"Q15036-1","NP_055563.1",""
"Q96CM3-1","NP_116184.2",""
"O00534-1","NP_001123614.1",""
"Q96N06-1","NP_694570.1",""
"Q15032-1","NP_056176.2",""
"Q96CM8-1","NP_079425.3",""
"P47897-1","NP_005042.1",""
"P48507-1","NP_002052.1",""
"Q03468-1","NP_000115.1",""
"O00161-1","NP_003816.2",""
"Q9BRX8-1","NP_001230707.1",""
"Q9NZN5-1","NP_056128.1",""
"Q8NAU1-1","NP_715637.2",""
"Q9NZN1-1","NP_055086.1",""
"Q9NZN8-1","NP_001186231.1",""
"Q4ADV7-1","NP_065880.2",""
"P12524-1","NP_001028253.1",""
"Q8N5D6-1","NP_068836.2",""
"Q8WXS8-1","NP_542453.2",""
"Q15291-1","NP_005048.2",""
"Q86UP2-1","NP_001072989.1",""
"Q96NE9-1","NP_001253975.1",""
"Q9NRM0-1","NP_064425.2",""
"Q9P016-1","NP_001032382.1",""
"Q969D9-1","NP_149024.1",""
"Q9BPW4-1","NP_663693.1",""
"Q9UNY5-1","NP_001307882.1",""
"Q9P1Y6-1","NP_001273510.1",""
"Q12815-1","NP_005471.3",""
"Q12816-1","NP_001034794.1",""
"Q9BU64-1","NP_001309030.1",""
"Q13627-1","NP_001387.2",""
"Q5DX21-1","NP_001015887.1",""
"P09603-1","NP_000748.3",""
"Q8TCF1-1","NP_078975.2",""
"P04278-1","NP_001031.2",""
"Q86VZ5-1","NP_671512.1",""
"Q13620-2","NP_003579.3",""
"Q9GZM8-1","NP_110435.1",""
"Q8WXB1-1","NP_001120867.1",""
"Q6IB77-1","NP_964011.2",""
"Q9NTX7-1","NP_001229778.1",""
"Q9NTX5-1","NP_001132982.1",""
"Q1X8D7-1","NP_060766.5",""
"Q96EK2-1","NP_612424.1",""
"Q9BPX6-1","NP_001182447.1",""
"O15020-1","XP_005274249.1",""
"Q9GZM7-1","NP_071447.1",""
"Q9UNL2-1","NP_009038.1",""
"P53814-1","NP_008863.3",""
"Q8WVI7-1","NP_001074014.1",""
"Q9Y3E7-1","NP_057163.1",""
"O60637-1","NP_005715.1",""
"P14317-1","NP_005326.2",""
"P35606-1","NP_004757.1",""
"P01222-1","NP_000540.2",""
"Q8WUX1-1","NP_277053.2",""
"O75635-1","NP_001035237.1",""
"P00387-1","NP_000389.1",""
"O75631-1","NP_008884.1",""
"Q92496-1","NP_001188479.1",""
"O75638-1","NP_066274.2",""
"Q8IVA1-1","NP_777555.1",""
"Q9HAC7-1","NP_001180242.1",""
"Q9UHI5-1","NP_036376.2",""
"P20290-1","NP_001032726.1",""
"Q6KC79-1","NP_597677.2",""
"Q8N319-3","NP_694978.2",""
"Q9P1U1-1","NP_065178.1",""
"O94925-1","NP_055720.3",""
"O94921-1","NP_001274064.1",""
"P42566-1","NP_001972.1",""
"Q9H2D6-1","NP_001034230.1",""
"O94929-1","NP_001287944.1",""
"Q86YE8-1","NP_001166161.1",""
"Q8TC57-1","NP_001308668.1",""
"A4FU01-1","NP_001139334.1",""
"Q99715-1","NP_004361.3",""
"Q99714-1","NP_004484.1",""
"O76082-1","NP_003051.1",""
"Q99719-1","NP_002679.2",""
"Q8TC59-1","NP_001129193.1",""
"P02462-1","NP_001836.3",""
"Q76I76-1","NP_203747.2",""
"Q6DKJ4-1","NP_071908.2",""
"Q96KS0-1","NP_444274.1",""
"Q96JA3-1","NP_001183955.1",""
"Q6NUS8-1","NP_689617.3",""
"P60201-1","NP_000524.3",""
"Q86WB0-1","NP_057562.3",""
"P55211-1","NP_001220.2",""
"Q9HCL0-1","NP_061908.1",""
"A6NFU8-1","NP_001096082.2",""
"Q6NUJ5-1","NP_612508.3",""
"Q16548-1","NP_004040.1",""
"Q9H3S4-1","NP_071890.2",""
"Q9H3S1-1","NP_001180229.1",""
"P08962-1","NP_001244318.1",""
"Q92963-1","NP_008843.1",""
"O43314-1","NP_001263206.1",""
"O43312-1","NP_055566.3",""
"O43313-1","NP_056066.2",""
"O43310-1","NP_055587.1",""
"Q5H8A4-1","NP_001120650.1",""
"O43318-1","NP_663304.1",""
"Q16720-1","NP_001001344.1",""
"Q9UFF9-1","NP_001288002.1",""
"P20849-1","NP_001842.3",""
"Q14139-1","NP_001191006.1",""
"P04808-1","NP_008842.1",""
"Q86WD7-1","NP_783866.2",""
"P56945-1","NP_055382.2",""
"Q969H4-1","NP_001284576.1",""
"Q9BW71-1","NP_003600.2",""
"O95256-1","NP_003844.1",""
"Q9NWQ4-3","NP_060396.2",""
"P49590-1","NP_036340.1",""
"O15146-1","NP_005583.1",""
"Q8TD91-1","NP_619647.1",""
"Q96MW1-1","NP_653210.2",""
"Q9UNH5-1","NP_003663.2",""
"Q9UNH7-1","NP_689419.2",""
"Q9UNH6-1","XP_011539866.1",""
"Q6PIL6-1","NP_079497.2",""
"Q8TBG4-1","NP_112569.2",""
"Q99959-1","NP_004563.2",""
"Q8NBR6-1","NP_001035540.1",""
"Q8TBG9-1","NP_653243.1",""
"Q9NZS9-1","NP_057645.1",""
"P39905-1","NP_000505.1",""
"Q9BSA4-1","NP_116035.5",""
"Q5VX71-1","NP_060452.3",""
"Q13618-1","NP_003581.1",""
"Q15560-1","NP_003186.1",""
"Q15561-1","NP_003204.2",""
"Q15562-1","NP_003589.1",""
"Q7L0J3-1","NP_001315603.1",""
"Q8IWC1-1","NP_078873.2",""
"Q9NWF9-2","NP_996999.1",""
"Q6ZMZ0-1","NP_699172.2",""
"Q6E0U4-1","NP_201574.3",""
"Q8NHY6-1","NP_065879.1",""
"Q8NHY2-1","NP_071902.2",""
"O95352-1","NP_006386.1",""
"O75575-1","NP_055293.1",""
"Q9C0I1-1","NP_001035536.1",""
"Q9C0I9-1","NP_001137229.1",""
"Q07973-1","NP_000773.2",""
"O00254-1","NP_004092.1",""
"O00258-1","NP_004618.2",""
"Q6UXH9-1","NP_001001991.1",""
"Q7Z3U7-1","NP_055841.2",""
"Q6UXH1-1","NP_077300.3",""
"Q7Z5A7-1","NP_001076436.1",""
"Q9H8S9-1","NP_060691.2",""
"Q9BVQ7-1","NP_076968.2",""
"Q92567-1","NP_001272979.1",""
"Q9H2H8-1","NP_570981.1",""
"Q5T9G4-1","NP_001273503.1",""
"Q6PF05-1","NP_653326.3",""
"Q6PF04-1","NP_001026891.2",""
"P52565-1","NP_001172006.1",""
"Q32Q52-1","NP_001032760.1",""
"P17542-1","NP_001274276.1",""
"O00305-1","NP_000717.2",""
"Q03923-1","NP_003420.2",""
"O95319-1","NP_001020248.1",""
"Q6ZVK1-1","NP_001273318.1",""
"O95861-1","NP_006076.4",""
"O95866-1","NP_612116.1",""
"O15269-1","NP_006406.1",""
"Q9H0R8-1","NP_113600.1",""
"Q8NG50-1","NP_663629.1",""
"O15260-1","NP_149351.1",""
"Q86W33-1","NP_001129525.1",""
"O15265-1","NP_000324.1",""
"Q9H0R4-1","NP_115500.1",""
"Q9H0R5-1","NP_060754.2",""
"Q53FZ2-1","NP_005613.2",""
"Q6T4R5-1","NP_001278796.1",""
"Q96M60-1","NP_689860.2",""
"Q96CP7-1","NP_612472.1",""
"Q96CP6-1","NP_065946.2",""
"Q9P206-1","NP_001185901.1",""
"Q8N6H7-1","NP_115765.2",""
"Q6UWP8-1","NP_001159506.1",""
"Q9UK00-1","NP_001165211.1",""
"Q9P203-1","NP_001002860.2",""
"Q92824-1","NP_001177411.1",""
"Q9H3N8-1","NP_067637.2",""
"Q6ZNE9-2","NP_940885.2",""
"Q8N823-1","NP_001154971.1",""
"Q9BZF3-1","NP_115912.1",""
"Q53GG5-1","NP_055291.2",""
"Q9BZF1-1","NP_065892.1",""
"Q9Y587-1","NP_001121598.1",""
"Q6VN20-1","NP_065901.1",""
"O75694-1","NP_705618.1",""
"Q8N878-1","NP_079195.3",""
"Q8N108-11","NP_001071169.1",""
"Q9H334-1","NP_001231743.1",""
"Q9Y237-1","NP_006214.2",""
"Q01344-1","NP_000555.2",""
"Q93084-1","NP_777615.1",""
"Q9H974-1","NP_078914.1",""
"Q14978-1","NP_004732.2",""
"P35670-1","NP_000044.2",""
"Q9H972-1","NP_001124178.1",""
"Q9H6R4-1","NP_075068.2",""
"P00738-1","NP_005134.1",""
"Q9H1P3-1","NP_653081.1",""
"P08493-1","NP_000891.2",""
"Q8NFN8-1","NP_694547.2",""
"Q5H9R7-1","NP_001157633.1",""
"P20366-1","NP_003173.1",""
"P54845-1","NP_006168.1",""
"Q15406-1","NP_201591.2",""
"Q9UHG0-1","NP_001182539.1",""
"P41227-1","NP_003482.1",""
"P41229-1","NP_004178.2",""
"Q9Y238-1","NP_031361.2",""
"P46926-1","NP_005462.1",""
"P49765-1","NP_003368.1",""
"Q8IZ83-1","NP_699160.2",""
"Q92538-1","NP_004184.1",""
"A6BM72-1","NP_115821.2",""
"Q9UKW6-1","NP_938195.1",""
"O14603-1","NP_001002758.1",""
"Q9HAQ2-1","NP_001128350.1",""
"P20339-1","NP_004153.2",""
"Q96RT8-1","NP_443135.3",""
"P15336-1","NP_001243019.1",""
"Q96RT1-1","NP_001240626.1",""
"P41597-1","NP_001116513.2",""
"Q76N32-1","NP_001306029.1",""
"P41594-1","NP_001137303.1",""
"Q05469-1","NP_005348.2",""
"P11274-1","NP_004318.3",""
"O75150-1","NP_001273501.1",""
"O75155-1","NP_001155971.1",""
"O75154-1","NP_055515.1",""
"Q13241-1","NP_001107868.1",""
"P0CL80-1","NP_001091875.1",""
"Q8NES3-1","NP_001035257.1",""
"Q99961-1","NP_003016.1",""
"Q9ULP9-1","NP_001186036.1",""
"Q9Y6N1-1","NP_004366.1",""
"Q96BW9-1","XP_005264930.1",""
"Q8WUG5-1","NP_065105.2",""
"P08235-1","NP_000892.2",""
"Q8N103-1","NP_473455.2",""
"Q6UW15-1","NP_001008388.1",""
"Q9UPS6-1","XP_005253915.1",""
"Q99504-1","NP_001981.2",""
"Q99502-1","NP_000494.2",""
"P02730-1","NP_000333.1",""
"O15466-1","NP_037437.2",""
"Q9UBI4-1","NP_004800.2",""
"P18754-1","NP_001041664.1",""
"O15460-1","NP_001136071.1",""
"Q53TN4-1","NP_079119.3",""
"Q9HCD6-1","NP_079461.2",""
"Q9UJS0-1","NP_055066.1",""
"O00139-3","NP_004511.2",""
"Q08AI8-1","NP_001078906.2",""
"P61289-1","NP_005780.2",""
"Q9H3U5-1","NP_073573.2",""
"Q96IF1-1","NP_116265.1",""
"Q96A99-1","NP_001315537.1",""
"Q6UYE1-1","NP_001293064.1",""
"Q08AI6-1","NP_001186077.1",""
"Q8IXB1-1","NP_061854.1",""
"Q96HR9-1","NP_001316485.1",""
"A4D1S5-1","NP_001008749.2",""
"Q9H7X0-1","NP_001077069.1",""
"Q9BX93-1","NP_115951.2",""
"Q8IUN9-1","NP_878910.1",""
"Q9H7R0-1","NP_110451.1",""
"Q460N3-1","NP_001106995.1",""
"Q96I99-1","NP_003839.2",""
"P31749-1","NP_001014431.1",""
"P34998-1","NP_001138618.1",""
"Q99698-1","NP_000072.2",""
"Q96N66-1","NP_077274.3",""
"Q96N64-1","NP_001124336.1",""
"Q8N9Z9-1","NP_689803.2",""
"P60880-1","NP_001309832.1",""
"Q9H6Q3-1","NP_115590.1",""
"Q6ZT89-1","XP_006714609.1",""
"P45844-1","NP_004906.3",""
"O15075-1","NP_001317000.1",""
"A3KN83-1","NP_001161328.1",""
"Q9HC78-1","NP_001157814.1",""
"Q9NZL4-1","NP_001123578.1",""
"Q9NZL6-1","NP_001284600.1",""
"Q9NZL9-1","NP_037415.1",""
"Q01973-1","NP_005003.2",""
"Q01970-1","NP_000923.1",""
"Q7Z392-1","NP_068761.4",""
"Q8NB25-1","NP_078857.5",""
"Q9NZ43-1","NP_060937.1",""
"Q7L9L4-1","NP_775739.1",""
"Q9H0E3-1","NP_078821.2",""
"Q9HBM0-1","NP_060069.3",""
"Q9BU40-6","NP_660277.2",""
"P67812-1","NP_055115.1",""
"O60522-1","NP_001010870.1",""
"P56177-1","NP_835221.2",""
"Q9BR39-1","NP_065166.2",""
"P30291-1","NP_003381.1",""
"Q659A1-1","NP_078887.2",""
"P02545-1","NP_733821.1",""
"Q5VIY5-1","NP_001008801.1",""
"O00391-1","NP_002817.2",""
"P13693-1","NP_003286.1",""
"A5PLN9-1","NP_079217.2",""
"Q9Y2D8-1","NP_001159765.1",""
"Q6TCH4-1","NP_001259033.1",""
"Q15111-1","NP_006217.3",""
"Q9Y2U2-1","NP_203133.1",""
"Q5T7W0-1","NP_001304971.1",""
"B2RTY4-1","NP_008832.2",""
"Q8TDX5-1","NP_612199.2",""
"O60573-1","NP_004837.1",""
"Q8TDX6-1","NP_001123990.1",""
"Q6NXP6-1","NP_001106946.1",""
"Q9BYX2-1","NP_001254500.1",""
"Q9UMS6-1","NP_001122405.1",""
"Q9UMS5-1","NP_001309970.1",""
"Q9UK96-1","NP_036298.2",""
"O75431-1","NP_006545.1",""
"Q9H788-1","NP_001167630.1",""
"Q32NB8-1","NP_077733.3",""
"P35249-1","NP_002907.1",""
"P43034-1","NP_000421.1",""
"Q14687-1","NP_055430.1",""
"Q8NBI2-1","NP_001154924.1",""
"P16284-1","NP_000433.4",""
"O60610-1","NP_005210.3",""
"Q96G28-1","NP_542398.3",""
"O60613-1","NP_004252.2",""
"P17936-1","NP_000589.2",""
"Q9BQC3-1","NP_001375.2",""
"Q8N9B4-1","NP_872409.2",""
"Q5EBM0-1","NP_997198.2",""
"Q96BR1-1","NP_001028750.1",""
"Q8N2S1-1","NP_001036009.1",""
"Q13017-1","NP_001025226.1",""
"Q9H8H2-1","NP_073616.6",""
"Q9BZA7-1","NP_116750.1",""
"Q13018-1","NP_031392.3",""
"O75387-1","NP_001185739.1",""
"O75381-1","NP_004556.1",""
"O75382-1","NP_001234935.1",""
"P52655-1","NP_056943.1",""
"Q99081-1","NP_001309086.1",""
"Q8IVG5-1","NP_001290425.1",""
"Q8TE96-1","NP_598376.2",""
"Q5MNZ9-1","NP_060453.3",""
"Q6ZMG9-1","NP_982288.1",""
"Q5CZA5-1","NP_001018857.2",""
"Q8TCZ2-1","NP_113650.2",""
"Q8N465-1","NP_689996.4",""
"Q8N468-1","NP_857595.3",""
"Q9P1W8-1","NP_061026.2",""
"P53384-1","NP_002475.2",""
"Q66K74-1","NP_060644.4",""
"Q8TBC4-1","NP_003959.3",""
"Q66K79-1","NP_001014447.1",""
"Q9NPF0-1","NP_057663.1",""
"Q13117-1","NP_065096.2",""
"O94905-1","NP_009106.1",""
"Q9NPF8-1","NP_060874.1",""
"Q9ULX9-1","NP_001155044.1",""
"Q8WWA1-1","NP_060776.2",""
"Q6JVE9-1","NP_001332863.1",""
"A0PG75-1","NP_001078889.1",""
"Q8TC71-1","NP_660306.1",""
"Q8N684-1","NP_001129512.1",""
"P28827-1","NP_002836.3",""
"P15428-1","NP_000851.2",""
"O15091-1","NP_055487.2",""
"Q9NY26-1","NP_001258886.1",""
"Q7Z7C8-1","NP_612639.2",""
"O75486-1","NP_003590.1",""
"Q9UI40-1","NP_065077.1",""
"A1A4F0-1","NP_001123474.1",""
"P35232-1","NP_001268425.1",""
"Q9HCR9-1","NP_058649.3",""
"Q92823-1","NP_001032209.1",""
"P56378-1","NP_004885.1",""
"O75038-1","NP_055453.2",""
"Q9UNL4-1","NP_001121054.1",""
"Q7Z6M3-1","NP_001078892.1",""
"Q9BZQ2-3","NP_112195.2",""
"Q14031-1","NP_001838.2",""
"Q14746-1","NP_031383.1",""
"Q69YN2-1","NP_060764.3",""
"Q96LY2-1","NP_997193.1",""
"Q8NCV1-1","NP_001138872.1",""
"Q9HA47-1","NP_113620.1",""
"O15155-1","NP_005859.1",""
"P48357-1","NP_002294.2",""
"Q9NUU7-1","NP_060802.1",""
"Q8NCB2-1","NP_076951.2",""
"Q96KG9-1","NP_065731.3",""
"Q2TAK8-1","NP_116242.2",""
"Q9H841-1","NP_079035.1",""
"P49418-1","NP_001626.1",""
"P49419-1","NP_001173.2",""
"Q96FT9-1","NP_001096034.1",""
"Q7Z7G8-1","NP_060360.3",""
"Q96FT7-1","NP_878267.2",""
"Q8IZM9-1","NP_722518.2",""
"Q9Y2H1-1","NP_055815.1",""
"Q9NWS6-1","NP_001098065.1",""
"Q9Y2H2-1","NP_055752.1",""
"Q9Y2H6-1","NP_001073141.1",""
"Q9NWS8-1","NP_060379.2",""
"Q9NWS9-1","NP_060378.1",""
"O60663-1","NP_001167618.1",""
"P58658-1","NP_478067.2",""
"Q8NEF3-1","NP_689762.2",""
"Q8N1W1-1","NP_001171164.1",""
"Q3LXA3-1","NP_056348.2",""
"Q96MU6-1","NP_872337.2",""
"Q86SU0-1","NP_001186728.1",""
"Q5JVF3-1","NP_001120674.1",""
"Q7Z4V0-1","NP_001137238.1",""
"Q8TBE0-1","NP_055767.3",""
"Q9NVM9-1","NP_060634.2",""
"Q9BYN7-1","NP_001269862.1",""
"Q9NVM4-1","NP_001276947.1",""
"Q2M3G0-4","NP_001157413.1",""
"O75323-1","NP_001474.1",""
"O95741-1","NP_006023.1",""
"Q96GN5-1","NP_061189.2",""
"Q8NE35-1","NP_055727.3",""
"P07585-1","NP_001911.1",""
"Q8NE31-1","NP_937858.2",""
"Q8NHW4-1","NP_996890.1",""
"P00740-1","NP_000124.1",""
"P05067-1","NP_000475.1",""
"Q9NQI0-1","NP_077726.1",""
"Q9C0K7-1","NP_061041.2",""
"Q9C0K0-1","NP_612808.1",""
"Q9UL68-1","NP_001289981.1",""
"Q9C0K3-1","NP_001157930.1",""
"Q9UBL9-1","NP_733782.1",""
"O00273-1","NP_004392.1",""
"Q9UBL0-1","NP_057384.2",""
"Q9UBL3-1","NP_004665.2",""
"Q9UBL6-1","NP_055242.1",""
"Q13825-1","NP_001689.1",""
"Q96BF3-1","NP_653216.2",""
"Q9BUP0-1","NP_079478.1",""
"Q53S33-1","NP_997717.2",""
"Q9H2J7-1","NP_877499.1",""
"Q9UQ13-1","NP_001311265.1",""
"Q15172-1","NP_006234.1",""
"Q15777-1","NP_001575.1",""
"Q86W11-1","NP_001106205.1",""
"O15245-1","NP_003048.1",""
"P56537-1","NP_001254739.1",""
"Q12996-1","NP_001317.1",""
"Q9NXS3-1","NP_060128.2",""
"Q5T0J7-1","NP_115502.2",""
"P29474-1","NP_000594.2",""
"Q15776-1","NP_001265048.1",""
"Q9Y617-1","NP_478059.1",""
"Q53G44-1","NP_006811.2",""
"Q9UKY1-1","NP_001017926.1",""
"P32929-1","NP_001893.2",""
"Q01105-1","NP_001116293.1",""
"Q7RTT9-1","NP_001035751.1",""
"Q6T4P5-1","NP_001257295.1",""
"P00533-1","NP_005219.2",""
"P51843-1","NP_000466.2",""
"Q4G0N4-1","NP_001078880.1",""
"P11171-1","NP_001159477.1",""
"Q969J5-1","NP_443194.1",""
"O75663-1","NP_690866.1",""
"Q4G0N8-1","NP_898884.1",""
"Q5VVQ6-1","NP_061036.3",""
"Q969J3-1","NP_477517.1",""
"Q8TAM6-1","NP_001291273.1",""
"P29692-1","NP_001123527.1",""
"Q6P1W5-1","NP_001128206.1",""
"Q9BZD2-1","NP_060814.4",""
"P10072-1","NP_861451.1",""
"P0DI81-1","NP_001011658.1",""
"Q9H1R2-1","NP_001307408.1",""
"Q93015-1","NP_001186945.1",""
"Q8NFP4-1","NP_705691.1",""
"P35659-1","NP_003463.1",""
"O14815-1","NP_006606.1",""
"Q9NRI5-1","NP_061132.2",""
"Q8TD55-1","NP_079477.2",""
"Q14814-1","NP_005911.1",""
"Q9H190-1","NP_001186713.1",""
"Q86VX2-1","NP_444269.2",""
"Q5NUL3-1","NP_859529.2",""
"Q86VX9-1","NP_115731.2",""
"Q6P387-1","NP_689550.2",""
"P23368-1","NP_002387.1",""
"Q6ZV50-1","XP_016860340.1",""
"Q9HAS3-1","NP_001186562.1",""
"Q96HB5-1","NP_001258764.1",""
"Q8N9A8-1","NP_001268718.1",""
"Q8N387-1","NP_663625.2",""
"O75173-1","NP_005090.3",""
"Q9H221-1","NP_071882.1",""
"O75170-1","XP_016884612.1",""
"O75177-1","NP_945173.1",""
"Q9H227-1","NP_066024.1",""
"Q9H228-1","NP_001159687.1",""
"Q5VZM2-1","NP_057740.2",""
"O75179-1","NP_115593.3",""
"Q5VXD3-1","XP_016855866.1",""
"Q05481-1","NP_003421.2",""
"Q9BWT1-1","NP_665809.1",""
"Q5TBB1-1","NP_078846.2",""
"Q9BWT3-1","NP_075045.2",""
"P11215-1","NP_000623.2",""
"P11217-1","NP_005600.1",""
"Q8NEP7-1","NP_689579.3",""
"Q15366-1","NP_001122383.1",""
"Q8N142-1","NP_689541.1",""
"Q15771-1","NP_001272988.1",""
"Q96BU1-1","NP_001243050.1",""
"P23759-3","NP_001128726.1",""
"Q8ND61-1","NP_115513.4",""
"Q8WUA7-1","NP_055161.1",""
"Q8WUA4-1","NP_001030598.1",""
"O15409-1","NP_055306.1",""
"Q99523-1","NP_002950.3",""
"O15400-1","NP_001313507.1",""
"Q8NB37-1","NP_872418.1",""
"O15405-1","NP_001073899.2",""
"Q6ZTQ3-1","NP_958834.1",""
"Q96RR1-1","NP_068602.2",""
"Q8N3V7-1","NP_001159680.1",""
"Q96RR4-1","NP_001257414.1",""
"Q3KRA9-1","NP_001284630.1",""
"Q4VC05-1","NP_001019979.1",""
"Q9NYT6-1","NP_001027544.1",""
"P59045-1","NP_659444.2",""
"P40337-1","NP_000542.1",""
"Q9UJU2-1","NP_057353.1",""
"Q9UJU3-1","NP_001076804.1",""
"Q7L4I2-1","NP_075388.2",""
"Q9UJU6-1","NP_001014436.1",""
"P50416-1","NP_001867.2",""
"Q8NDV1-1","NP_694541.2",""
"Q96S21-1","NP_001166134.1",""
"Q9Y5B6-1","NP_057715.2",""
"Q9Y5B8-1","NP_037462.1",""
"O00159-1","NP_001074248.1",""
"Q9NX02-1","NP_001167552.1",""
"Q9NS73-1","NP_057670.2",""
"Q58WW2-1","NP_001017977.1",""
"Q16881-1","NP_001087240.1",""
"Q9NPA1-1","NP_055222.3",""
"O15079-1","NP_055538.2",""
"Q7L7X3-1","NP_065842.1",""
"Q8WZA1-1","XP_016857179.1",""
"Q96H15-1","NP_612388.2",""
"Q8WZA2-1","NP_008954.2",""
"P07902-1","NP_000146.2",""
"Q9HC56-1","NP_982354.1",""
"O95704-1","NP_573419.2",""
"Q9H6S1-1","NP_071906.1",""
"P48547-1","NP_004967.1",""
"Q8N5X7-1","NP_001128123.1",""
"Q9NZJ9-1","NP_061967.3",""
"P16452-1","NP_001107606.1",""
"Q8N1N4-1","NP_775487.2",""
"Q9NZJ0-1","NP_057532.3",""
"P15622-1","NP_066405.1",""
"Q9C037-1","NP_148977.2",""
"O43526-1","NP_742105.1",""
"Q8IUZ0-1","NP_060161.2",""
"A1A5C7-1","NP_056297.1",""
"P56159-1","NP_001335027.1",""
"A6PVY3-1","NP_001311009.1",""
"Q9Y281-1","NP_068733.1",""
"Q9Y282-1","NP_057050.1",""
"Q9Y286-1","NP_055200.1",""
"Q96AC1-1","NP_006823.1",""
"P34810-1","NP_001242.2",""
"Q9Y228-1","NP_001307072.1",""
"Q9ULG6-1","NP_004739.3",""
"Q96N46-1","NP_597719.1",""
"Q8N264-1","NP_001020787.2",""
"Q9ULG3-1","NP_065792.1",""
"P55289-1","NP_001304156.1",""
"Q9Y4D1-1","NP_055807.1",""
"Q5T200-1","NP_001317494.1",""
"Q86VG3-1","NP_001263651.1",""
"Q9Y2W6-2","NP_001077432.1",""
"Q9Y2W7-1","NP_038462.1",""
"Q5EB52-1","NP_002393.2",""
"O00231-1","NP_001257411.1",""
"O95155-1","NP_001099032.1",""
"A8MWY0-1","NP_001136221.1",""
"O00233-1","NP_002804.2",""
"Q96PY6-1","NP_036356.1",""
"Q495M3-1","NP_861441.2",""
"P50990-1","NP_006576.2",""
"Q9Y426-1","NP_056315.1",""
"Q9Y3I1-1","NP_036311.3",""
"O75414-1","NP_001295355.1",""
"O75410-1","NP_006274.2",""
"Q9NVV9-1","NP_060575.1",""
"Q8IVH8-1","NP_003609.2",""
"Q6YI46-1","NP_001008495.2",""
"Q96S16-1","NP_001005920.2",""
"Q9BXW9-2","NP_001018125.1",""
"Q6DN90-1","NP_055684.3",""
"Q9BXW7-1","NP_149061.1",""
"O95294-1","NP_004649.2",""
"O95297-1","NP_003944.1",""
"O95298-1","NP_004540.1",""
"Q9Y4E5-1","NP_001026794.1",""
"Q6IPT2-1","NP_001295358.1",""
"Q8TCD5-1","NP_055410.1",""
"Q9Y4E1-4","NP_056077.2",""
"P10826-1","NP_001277145.1",""
"Q13033-1","NP_001077362.1",""
"Q9P2T0-1","NP_057669.1",""
"Q8IVE3-1","NP_742066.2",""
"Q8TE76-1","NP_078933.3",""
"Q99062-1","NP_000751.1",""
"Q6UB98-1","NP_056023.3",""
"Q8N336-1","NP_061182.3",""
"P21695-1","NP_005267.2",""
"Q8WVE7-1","NP_660297.1",""
"Q8WVE6-1","NP_775761.4",""
"Q92729-1","NP_005695.3",""
"Q9BSG5-1","NP_001074466.1",""
"P48307-1","NP_006519.1",""
"Q9NPH6-1","NP_001275916.1",""
"Q6NSZ9-1","NP_660090.2",""
"Q9NPH5-1","NP_058627.1",""
"Q9NPH2-1","NP_057452.1",""
"O94966-1","NP_006668.1",""
"Q8TC17-1","NP_001123250.1",""
"Q96JM7-1","NP_115814.1",""
"Q96JM2-1","NP_067047.4",""
"P15407-1","NP_005429.1",""
"P15408-1","NP_005244.1",""
"Q04671-1","NP_000266.2",""
"Q9UI10-1","NP_001029288.1",""
"P24666-1","NP_004291.1",""
"Q6W2J9-1","NP_001116857.1",""
"Q8WV28-1","NP_037446.1",""
"Q8TB03-1","NP_659407.1",""
"Q8IWY8-1","NP_689668.3",""
"Q99640-1","NP_004194.3",""
"Q9HCP0-1","NP_001316535.1",""
"P35658-1","NP_005076.3",""
"Q6NUN0-1","NP_001311300.1",""
"O43683-1","NP_004327.1",""
"O43684-1","NP_004716.1",""
"Q68CR1-1","NP_056002.2",""
"O43688-1","NP_003703.1",""
"P22794-1","NP_055025.2",""
"P13716-1","NP_000022.3",""
"Q6ZWH5-1","NP_689747.3",""
"Q8N9L1-1","NP_115529.2",""
"Q3L8U1-1","NP_001295248.1",""
"P58005-1","NP_653266.2",""
"Q8NCT3-1","NP_001093895.1",""
"P34913-1","NP_001970.2",""
"Q9GZS0-1","NP_075462.3",""
"P51532-1","NP_001122316.1",""
"O14924-1","NP_937872.1",""
"O14926-1","NP_036550.1",""
"O14920-1","NP_001547.1",""
"Q9ULZ0-1","XP_006721089.1",""
"Q9ULZ3-1","NP_037390.2",""
"Q96FJ0-1","NP_065850.1",""
"Q5T3U5-1","NP_001185863.1",""
"Q9ULZ9-1","NP_057239.4",""
"Q9ULD2-1","NP_001001924.1",""
"O60237-1","NP_002472.2",""
"Q60I27-1","NP_001177636.1",""
"O60238-1","NP_004322.1",""
